学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
2107,大连工业大学,3,生物质能源与材料,2,540,122191
2133,辽宁科技大学,5,储能科学与工程,2,540,122440
2139,辽宁中医药大学,9,医学信息工程,2,540,122571
2151,沈阳建筑大学,20,工程管理,1,540,122270
2155,沈阳农业大学,2,大气科学,3,540,122104
2225,吉林外国语大学,18,国际经济与贸易,4,540,122985
2226,吉林化工学院,6,电气工程及其自动化,1,540,122106
2227,吉林建筑大学,24,自动化,2,540,122447
3130,上海建桥学院,26,工商管理（奢侈品管理）,3,540,123009
3130,上海建桥学院,36,时尚传播,4,540,122901
3146,上海师范大学天华学院,7,应用心理学（双语教学）,13,540,122192
3207,东南大学成贤学院,1,计算机科学与技术,2,540,122130
3217,无锡太湖学院,7,跨境电子商务,10,540,122722
3224,江苏理工学院,6,化学工程与工艺,4,540,122258
3224,江苏理工学院,7,功能材料,3,540,122441
3277,南通大学杏林学院,1,酒店管理,10,540,122969
3298,徐州工程学院,9,电子信息工程,5,540,122933
3298,徐州工程学院,11,电气工程及其自动化(中外合作办学),1,540,122729
3318,南通理工学院,10,市场营销,3,540,122715
3358,宿迁学院,6,工程管理,1,540,122337
3421,安徽理工大学,19,测绘工程,4,540,122370
3434,安徽中医药大学,7,护理学,5,540,122801
3507,福建农林大学,7,园艺,4,540,123060
3507,福建农林大学,21,林学类,4,540,122470
3520,福州理工学院,6,经济学,5,540,123046
3538,泉州信息工程学院,13,财务管理,16,540,122862
3604,赣南医科大学,13,物联网工程,2,540,122322
3604,赣南医科大学,16,生物医学工程（医学电子方向）,2,540,122129
3606,南昌交通学院,15,市场营销,3,540,122262
3606,南昌交通学院,19,旅游管理与服务教育,2,540,122915
3623,赣南科技学院,19,工程造价,2,540,122351
3625,江西农业大学,9,林学,2,540,122363
3627,江西师范大学,25,生物制药,1,540,122822
3642,景德镇陶瓷大学,27,智能制造工程,2,540,122632
3643,景德镇艺术职业大学,10,电子商务,2,540,122768
3651,南昌理工学院,15,人力资源管理,8,540,122790
3656,新余学院,4,新能源科学与工程,1,540,122902
3656,新余学院,16,通信工程,1,540,122689
3752,山东协和学院,4,学前教育,3,540,122864
3768,青岛城市学院,13,市场营销,1,540,122723
3771,青岛电影学院,20,知识产权,2,540,122690
3773,青岛黄海学院,16,财务管理,2,540,122782
4015,湖北工业大学工程技术学院,16,电子商务,3,540,122579
4056,武汉晴川学院,8,电子商务,2,540,122975
4061,武汉轻工大学,16,工程管理(中外合作办学),3,540,122570
4079,武汉体育学院,17,中医骨伤科学,2,540,122922
4212,河南理工大学,3,水文与水资源工程（智慧水文方向）,3,540,122387
4237,郑州航空工业管理学院,5,计算机类,2,540,122140
4241,郑州轻工业大学,6,测控技术与仪器,2,540,122094
4311,湖南财政经济学院,2,金融数学,2,540,122772
4313,湖南城市学院,20,电气工程及其自动化,2,540,122432
4316,湖南第一师范学院,2,通信工程,2,540,122197
4322,湖南工业大学,3,印刷工程,2,540,122770
4333,湖南理工学院,10,建筑学,4,540,122481
4340,湘潭理工学院,2,工商管理,2,540,123164
4341,湖南涉外经济学院,8,财务管理,4,540,122885
4357,张家界学院,1,工商管理,3,540,122816
4366,中南林业科技大学,44,林学(中外合作办学),3,540,122955
4382,中南林业科技大学涉外学院,3,国际商务,4,540,122367
4429,广东石油化工学院,2,计算机科学与技术,3,540,122288
4464,岭南师范学院,9,机械电子工程技术,6,540,122719
4506,广西科技大学,6,软件工程,4,540,122665
4530,梧州学院,3,金融工程,1,540,122551
4603,三亚学院,15,法学（自贸港法律）,10,540,122329
5018,重庆工商大学派斯学院,6,英语,10,540,123174
5029,重庆文理学院,15,电子信息科学与技术,3,540,122225
5101,成都工业学院,13,车辆工程,2,540,122126
5106,成都体育学院,7,中医骨伤科学,3,540,122533
5136,成都外国语学院,20,葡萄牙语,2,540,122788
5148,中国民用航空飞行学院,4,信息与计算科学,5,540,122598
5221,贵州理工学院,2,电气工程及其自动化,2,540,122299
5304,昆明理工大学,3,采矿工程,2,540,122674
6133,西安欧亚学院,5,小学教育,8,540,123044
6133,西安欧亚学院,10,应用心理学,2,540,122483
6133,西安欧亚学院,19,财务管理,2,540,123191
6146,西安明德理工学院,8,会计学,2,540,122949
6149,西京学院,8,新闻学,6,540,122973
6153,西安交通大学城市学院,3,商务英语,2,540,122769
6205,兰州交通大学,3,给排水科学与工程,2,540,122495
6206,兰州博文科技学院,3,会计学,2,540,122255
6207,兰州理工大学,2,金属材料工程,2,540,123214
6207,兰州理工大学,9,水利水电工程,3,540,122361
6408,宁夏理工学院,31,汉语言文学,9,540,122148
52,浙江建设职业技术学院,514,建筑智能化工程技术,7,540,123199
2332,黑龙江中医药大学,3,中西医临床医学,1,540,122426
3135,上海科学技术职业学院,515,大数据与会计,4,540,122462
3727,日照职业技术学院,504,云计算技术应用,1,540,123276
17,嘉兴大学,501,商务英语,60,539,123944
23,台州学院,22,电子信息工程,78,539,123316
23,台州学院,57,药学,15,539,123462
28,宁波工程学院,20,材料物理,5,539,123423
28,宁波工程学院,52,新能源材料与器件,34,539,123447
29,衢州学院,20,互联网金融,47,539,123763
30,浙江水利水电学院,6,智慧水利,65,539,124214
33,浙江树人学院,4,物业管理,64,539,124108
61,金华职业技术大学,1,电子信息工程技术,30,539,123560
61,金华职业技术大学,502,计算机网络技术,24,539,123614
65,浙江越秀外国语学院,14,电子商务,25,539,124413
65,浙江越秀外国语学院,46,传播学,29,539,124063
74,宁波财经学院,27,英语,70,539,123817
126,温州商学院,2,税收学,95,539,124282
1102,北京城市学院,25,金融科技,1,539,123335
1224,天津理工大学,21,安全工程,4,539,123301
1227,天津农学院,21,机器人工程,1,539,123604
1230,天津商业大学宝德学院,1,英语,4,539,124436
1230,天津商业大学宝德学院,5,国际经济与贸易,2,539,124261
1312,防灾科技学院,5,工程管理,2,539,123384
1317,河北工程大学,28,过程装备与控制工程,2,539,124332
1336,华北科技学院,6,机械设计制造及其自动化,2,539,124328
2103,渤海大学,11,食品营养与健康,1,539,123418
2112,大连理工大学城市学院,16,网络与新媒体,2,539,124308
2115,大连海洋大学,4,港口航道与海岸工程,2,539,123324
2115,大连海洋大学,12,海洋科学,2,539,123864
2123,大连财经学院,6,金融学,2,539,123981
2149,沈阳化工大学,3,能源化学工程,2,539,123476
2149,沈阳化工大学,7,高分子材料与工程,1,539,123705
2149,沈阳化工大学,9,过程装备与控制工程,2,539,123402
2201,北华大学,11,机械设计制造及其自动化,4,539,123691
2202,长春大学,21,车辆工程,2,539,123924
2210,长春理工大学,46,应用物理学(中外合作办学),3,539,123903
2225,吉林外国语大学,12,英语（英德双语）,4,539,124023
2225,吉林外国语大学,28,国际事务与国际关系,2,539,124311
2227,吉林建筑大学,14,工程管理,2,539,124109
2227,吉林建筑大学,23,电子信息工程,2,539,123458
2320,哈尔滨医科大学,16,生物信息学,5,539,123513
2322,黑龙江八一农垦大学,2,动物医学,4,539,123376
2337,齐齐哈尔大学,7,电气工程及其自动化,3,539,123420
3143,上海杉达学院,12,劳动与社会保障,3,539,123932
3143,上海杉达学院,19,日语,2,539,124428
3217,无锡太湖学院,6,旅游管理,5,539,123672
3244,南京工业大学浦江学院,14,工业工程,2,539,123810
3265,南京铁道职业技术学院,502,铁道运输类,53,539,124320
3280,三江学院,13,旅游管理,2,539,124494
3360,江苏第二师范学院,1,数学与应用数学(师范),5,539,123531
3406,安徽工程大学,3,材料科学与工程,4,539,123644
3406,安徽工程大学,4,材料成型及控制工程,14,539,124149
3411,马鞍山学院,1,金融学,5,539,123471
3416,安徽建筑大学,13,建筑环境与能源应用工程,2,539,123634
3416,安徽建筑大学,32,高分子材料与工程,2,539,123826
3537,泉州师范学院,20,电气工程与智能控制,2,539,123367
3610,江西应用科技学院,16,小学教育,25,539,123710
3614,南昌工学院,2,国际经济与贸易,3,539,123581
3621,江西科技学院,18,电子商务,2,539,123786
3625,江西农业大学,25,环境科学与工程,2,539,124196
3643,景德镇艺术职业大学,1,日语,2,539,124316
3643,景德镇艺术职业大学,9,市场营销,2,539,123539
3669,江西医学高等专科学校,508,口腔医学,1,539,123466
3713,青岛滨海学院,3,汉语国际教育,3,539,123780
3729,山东财经大学东方学院,2,国际商务,5,539,124483
3729,山东财经大学东方学院,4,电子商务,5,539,124133
3738,山东交通学院,22,金融工程,2,539,123493
3745,山东农业大学,20,应用生物科学,2,539,123878
4020,湖北经济学院法商学院,1,金融学,12,539,124125
4023,湖北汽车工业学院,5,车辆工程,3,539,123756
4038,武汉设计工程学院,12,商务英语,2,539,124087
4059,武汉工程大学邮电与信息工程学院,1,国际经济与贸易（跨境电商方向）,2,539,123869
4059,武汉工程大学邮电与信息工程学院,2,国际经济与贸易（金融方向）,2,539,124420
4061,武汉轻工大学,2,生物工程（绿色生物制造方向）,3,539,124193
4062,武昌工学院,3,英语（教育方向）,3,539,124318
4068,武汉城市学院,24,英语,4,539,123378
4071,武汉纺织大学外经贸学院,2,英语,1,539,123993
4073,武汉华夏理工学院,17,工商管理（新媒体运营方向）,3,539,123862
4073,武汉华夏理工学院,22,经济与金融（数智金融方向）,3,539,123874
4094,武汉工程科技学院,6,金融学,2,539,124384
4228,南阳理工学院,6,计算机科学与技术,2,539,123624
4233,新乡医学院,2,精神医学,6,539,124114
4237,郑州航空工业管理学院,2,工业工程类,3,539,124139
4241,郑州轻工业大学,9,香料香精技术与工程,2,539,123626
4244,中原工学院,2,工业工程,5,539,124027
4248,郑州工业应用技术学院,1,经济学,4,539,124181
4308,长沙学院,28,数字经济,4,539,123675
4318,湖南工程学院,11,工业工程,2,539,124221
4321,湖南工学院,26,工程管理,2,539,123353
4322,湖南工业大学,2,包装工程,5,539,124257
4352,湖南中医药大学,13,中药学,5,539,123908
4404,东莞城市学院,9,财务管理,2,539,124395
4429,广东石油化工学院,6,工业工程,2,539,124244
4514,桂林学院,11,健康服务与管理,3,539,123916
4613,海南热带海洋学院,10,市场营销(中外合作办学),4,539,124022
5004,重庆外语外事学院,9,朝鲜语,2,539,123731
5006,重庆人文科技学院,21,建筑学,8,539,123849
5006,重庆人文科技学院,22,风景园林,10,539,123951
5012,重庆城市科技学院,26,跨境电子商务,2,539,123947
5018,重庆工商大学派斯学院,2,金融学,5,539,124256
5018,重庆工商大学派斯学院,4,互联网金融,5,539,123404
5018,重庆工商大学派斯学院,14,工商管理,4,539,123679
5028,重庆对外经贸学院,4,日语,4,539,124267
5028,重庆对外经贸学院,17,物流管理,5,539,123846
5028,重庆对外经贸学院,18,电子商务,5,539,123526
5028,重庆对外经贸学院,19,旅游管理,3,539,124161
5029,重庆文理学院,12,工程审计,2,539,123964
5033,重庆移通学院,6,市场营销,2,539,124342
5136,成都外国语学院,22,意大利语,2,539,124471
5209,贵州黔南经济学院,2,金融学,2,539,124330
5211,贵州黔南科技学院,1,行政管理,4,539,124521
5319,云南民族大学,4,通信工程,2,539,123897
6106,陕西科技大学镐京学院,2,财务管理,2,539,123709
6114,西安财经大学行知学院,1,金融学,4,539,123678
6121,西安工商学院,3,财务管理,5,539,124236
6126,西安建筑科技大学华清学院,6,英语,3,539,123996
6207,兰州理工大学,12,智能建造,3,539,123431
6207,兰州理工大学,37,信息与计算科学,3,539,123303
6209,兰州财经大学,10,计算机科学与技术,3,539,123853
6510,新疆第二医学院,2,口腔医学,2,539,124115
4385,长沙轨道交通职业学院,508,口腔医学技术,1,539,124266
5015,重庆工程职业技术学院,504,智能控制技术,3,539,124279
21,湖州师范学院,18,数学与应用数学(师范),118,538,124702
22,绍兴文理学院,502,大数据与会计,60,538,124676
28,宁波工程学院,7,智能建造,20,538,124939
28,宁波工程学院,38,工业设计,31,538,124591
28,宁波工程学院,49,密码科学与技术,34,538,125052
30,浙江水利水电学院,9,道路桥梁与渡河工程,7,538,125012
30,浙江水利水电学院,11,遥感科学与技术,32,538,124587
30,浙江水利水电学院,15,建筑环境与能源应用工程,7,538,125006
30,浙江水利水电学院,20,智能感知工程,55,538,124646
38,丽水学院,20,计算机科学与技术,65,538,125011
38,丽水学院,21,数字媒体技术,22,538,125044
38,丽水学院,501,护理,50,538,125282
45,浙江机电职业技术大学,2,智能制造工程技术,20,538,125479
47,浙江警官职业学院,504,司法警务,102,538,124557
60,杭州职业技术学院,503,大数据与会计,30,538,125321
61,金华职业技术大学,501,物联网应用技术,55,538,125495
74,宁波财经学院,14,工商管理,120,538,124889
74,宁波财经学院,30,汉语国际教育,70,538,125178
96,浙江工商大学杭州商学院,9,经济统计学,10,538,124553
125,嘉兴南湖学院,14,智能制造工程,40,538,124585
1139,北京印刷学院,7,印刷工程,1,538,124753
1207,天津财经大学珠江学院,6,工商管理,15,538,125574
1208,天津城建大学,23,工业设计,3,538,125008
1208,天津城建大学,28,智能建造,2,538,124739
1211,天津仁爱学院,30,财务管理,8,538,125039
1225,天津理工大学中环信息学院,19,物流管理,9,538,125074
1230,天津商业大学宝德学院,3,日语,3,538,125391
1244,天津市职业大学,511,眼视光技术,4,538,125354
1321,河北建筑工程学院,6,工程造价,1,538,125369
1329,华北理工大学,23,机械设计制造及其自动化(中外合作办学),4,538,124692
1351,保定理工学院,6,财务管理,3,538,125586
2109,大连交通大学,17,土木工程,2,538,124629
2112,大连理工大学城市学院,6,广播电视学,2,538,124560
2112,大连理工大学城市学院,20,建筑学,1,538,125175
2123,大连财经学院,3,审计学,2,538,125628
2139,辽宁中医药大学,5,中药资源与开发,2,538,124859
2153,沈阳理工大学,1,应用化学,1,538,124948
2154,沈阳工学院,5,会计学,3,538,124854
2201,北华大学,8,数学与应用数学(师范),4,538,124627
2207,长春工业大学,5,金属材料工程,1,538,125237
2215,长春财经学院,9,小学教育,4,538,125318
2217,东北电力大学,15,土木工程,4,538,124632
2225,吉林外国语大学,6,日语,7,538,125309
2225,吉林外国语大学,14,英语（英西班牙双语）,4,538,125197
2231,吉林农业大学,10,计算机类,8,538,125187
2234,吉林师范大学,5,微电子科学与工程,2,538,124540
2245,长春中医药大学,3,针灸推拿学,2,538,124773
2315,哈尔滨师范大学,5,教育技术学(师范),2,538,124812
2328,黑龙江科技大学,5,通信工程,3,538,125395
3130,上海建桥学院,38,日语,2,538,125271
3264,南京体育学院,3,运动人体科学,5,538,125439
3265,南京铁道职业技术学院,505,铁道车辆技术,5,538,124780
3265,南京铁道职业技术学院,510,铁道工程技术,8,538,125343
3265,南京铁道职业技术学院,511,高速铁路综合维修技术,15,538,125145
3269,南京信息职业技术学院,503,电气自动化技术,3,538,124899
3318,南通理工学院,9,酒店管理,4,538,124686
3420,安徽科技学院,10,食品科学与工程,2,538,125207
3453,皖南医学院,9,医学检验技术,2,538,125473
3520,福州理工学院,3,物流管理,5,538,124868
3521,福州外语外贸学院,9,市场营销,2,538,125080
3521,福州外语外贸学院,19,投资学,2,538,124984
3603,赣南师范大学,27,应用化学,1,538,125267
3604,赣南医科大学,14,康复物理治疗,2,538,124969
3614,南昌工学院,7,电子商务,5,538,125459
3625,江西农业大学,39,食品科学与工程,2,538,125264
3643,景德镇艺术职业大学,8,国际经济与贸易,2,538,124884
3651,南昌理工学院,12,工商管理,9,538,125312
3656,新余学院,5,材料科学与工程,1,538,124762
3656,新余学院,11,数学与应用数学(师范),1,538,124588
3726,齐鲁理工学院,8,金融学,2,538,125331
3738,山东交通学院,5,机械设计制造及其自动化,2,538,124536
3761,烟台南山学院,5,工商管理,4,538,125502
4020,湖北经济学院法商学院,5,跨境电子商务,5,538,125589
4035,文华学院,36,日语,2,538,125622
4056,武汉晴川学院,10,物流管理,2,538,125212
4071,武汉纺织大学外经贸学院,13,工商管理,2,538,124944
4073,武汉华夏理工学院,21,国际经济与贸易（数字贸易方向）,4,538,125289
4097,武汉工商学院,1,工商管理（智能商务与创新管理精英班）,5,538,125578
4211,河南科技大学,19,生物医学工程,6,538,125587
4212,河南理工大学,10,应用化学,3,538,125065
4218,华北水利水电大学,5,资源循环科学与工程,5,538,125259
4237,郑州航空工业管理学院,7,电气工程及其自动化,2,538,124598
4241,郑州轻工业大学,10,高分子材料与工程,4,538,124791
4245,郑州经贸学院,3,互联网金融,5,538,125140
4245,郑州经贸学院,4,国际经济与贸易,10,538,125547
4307,长沙民政职业技术学院,506,心理咨询,1,538,125377
4316,湖南第一师范学院,6,智能制造工程,2,538,124681
4322,湖南工业大学,4,材料类,6,538,125498
4347,湖南文理学院,16,计算机科学与技术,2,538,124616
4352,湖南中医药大学,14,中药资源与开发,2,538,125003
4355,怀化学院,35,物理学(师范),2,538,124637
4358,南华大学,11,矿物资源工程（含卓越工程师班）,4,538,125429
4358,南华大学,17,给排水科学与工程,2,538,124756
4361,湘南学院,26,临床医学,4,538,125380
4403,电子科技大学中山学院,18,行政管理,2,538,125132
4409,广东培正学院,10,应用心理学,3,538,124822
4457,广州软件学院,5,行政管理,1,538,124757
4501,北海艺术设计学院,16,汉语言文学,10,538,125455
4524,桂林航天工业学院,10,计算机科学与技术,2,538,124979
5006,重庆人文科技学院,15,旅游管理类,6,538,125193
5012,重庆城市科技学院,23,国际经济与贸易,10,538,125216
5018,重庆工商大学派斯学院,7,商务英语,10,538,125322
5028,重庆对外经贸学院,5,翻译,5,538,125443
5028,重庆对外经贸学院,6,商务英语,4,538,125458
5028,重庆对外经贸学院,12,市场营销,5,538,125194
5209,贵州黔南经济学院,4,电子商务,2,538,124537
5313,云南财经大学,10,工程管理,4,538,124995
5315,滇池学院,14,日语,2,538,125565
5320,云南农业大学,23,咖啡科学与工程,2,538,125438
5322,昆明城市学院,12,会计学,4,538,125040
5323,昆明文理学院,10,建筑学,2,538,124974
6101,宝鸡文理学院,5,地理科学(师范),2,538,125018
6106,陕西科技大学镐京学院,3,税收学,2,538,124858
6149,西京学院,5,国际经济与贸易,2,538,124949
6207,兰州理工大学,30,工业设计,2,538,124726
6211,兰州工商学院,11,会计学,3,538,125311
6211,兰州工商学院,15,审计学,2,538,125385
6218,甘肃政法大学,6,信息安全,1,538,125141
6406,宁夏大学新华学院,4,财务管理,2,538,125405
43,浙江工商职业技术学院,523,工业机器人技术,9,538,125219
3619,江西科技师范大学,25,教育技术学(师范),2,538,125268
4513,广西师范大学,12,科学教育(师范),2,538,124825
23,台州学院,37,机械电子工程,31,537,125752
23,台州学院,39,智能制造工程,36,537,125704
29,衢州学院,15,自动化,25,537,126321
36,杭州医学院,13,生物技术,20,537,126330
38,丽水学院,27,数据科学与大数据技术,21,537,126190
65,浙江越秀外国语学院,15,国际经济与贸易,111,537,126153
112,宁波卫生职业技术学院,503,口腔医学,110,537,126026
125,嘉兴南湖学院,24,土木工程（智能建造方向）,5,537,125679
125,嘉兴南湖学院,28,轻化工程,5,537,126132
1114,北京工业大学耿丹学院,1,国际经济与贸易,1,537,126143
1114,北京工业大学耿丹学院,2,财务管理,3,537,126411
1305,沧州交通学院,2,财务管理,10,537,126318
1308,北京中医药大学东方学院,5,药事管理,1,537,126654
1355,河北北方学院,1,临床医学,10,537,126064
1418,中北大学,14,制药工程,2,537,126534
2103,渤海大学,3,食品科学与工程,1,537,125971
2123,大连财经学院,5,税收学,3,537,126498
2123,大连财经学院,19,网络与新媒体,3,537,126293
2149,沈阳化工大学,28,应急管理,2,537,126401
2153,沈阳理工大学,11,无机非金属材料工程,1,537,126366
2211,长春电子科技学院,16,汉语言文学,8,537,126028
2225,吉林外国语大学,29,信用风险管理与法律防控,2,537,126320
2225,吉林外国语大学,34,法语,3,537,126197
2239,吉林医药学院,20,信息管理与信息系统,2,537,126171
2312,哈尔滨金融学院,4,金融科技,2,537,125887
2337,齐齐哈尔大学,9,计算机类,2,537,126421
3143,上海杉达学院,16,酒店管理,2,537,126527
3152,上海外国语大学贤达经济人文学院,1,英语,5,537,126409
3152,上海外国语大学贤达经济人文学院,13,文化产业管理,5,537,126698
3152,上海外国语大学贤达经济人文学院,27,金融学（全英语教学班）,5,537,125990
3201,常熟理工学院,10,服装设计与工程,2,537,126075
3358,宿迁学院,12,智能制造工程,1,537,125707
3411,马鞍山学院,2,国际经济与贸易,5,537,125731
3437,蚌埠学院,1,电子信息工程,1,537,125843
3441,池州学院,4,计算机科学与技术,2,537,125754
3503,福建理工大学,10,给排水科学与工程,6,537,125758
3521,福州外语外贸学院,2,翻译,2,537,126723
3521,福州外语外贸学院,3,法语,2,537,126384
3521,福州外语外贸学院,7,国际商务,2,537,126506
3521,福州外语外贸学院,8,物流管理,2,537,126326
3521,福州外语外贸学院,10,供应链管理,2,537,126677
3521,福州外语外贸学院,14,资产评估,2,537,126460
3613,江西服装学院,9,网络与新媒体,3,537,126710
3621,江西科技学院,16,人力资源管理,5,537,126079
3657,宜春学院,45,计算机科学与技术,2,537,126006
3710,聊城大学,7,高分子材料与工程,4,537,125992
3734,山东工商学院,20,电子信息工程,1,537,126257
3738,山东交通学院,2,交通运输,2,537,125996
3761,烟台南山学院,11,旅游管理,4,537,126601
3761,烟台南山学院,13,物流管理,4,537,126181
3764,青岛工学院,14,工商管理,2,537,126086
3768,青岛城市学院,12,国际经济与贸易,1,537,126660
4001,长江大学,14,地质学,1,537,125788
4020,湖北经济学院法商学院,7,英语（经贸英语）,8,537,126644
4040,汉口学院,2,英语,5,537,126671
4056,武汉晴川学院,7,国际经济与贸易,4,537,126576
4062,武昌工学院,7,工商管理（数字化运营方向）,5,537,126696
4068,武汉城市学院,4,市场营销,2,537,126226
4068,武汉城市学院,25,日语,4,537,126681
4078,武汉生物工程学院,7,商务英语,2,537,126452
4096,中南民族大学,12,环境科学与工程类,6,537,126231
4208,河南工业大学,2,道路桥梁与渡河工程,2,537,125995
4219,黄河科技学院,1,英语,6,537,126552
4241,郑州轻工业大学,7,食品科学与工程,3,537,126200
4250,河南工程学院,2,数学与应用数学,2,537,126260
4311,湖南财政经济学院,3,金融科技,4,537,125672
4311,湖南财政经济学院,9,管理科学与工程类,3,537,125862
4313,湖南城市学院,15,计算机科学与技术,2,537,125861
4318,湖南工程学院,4,机械电子工程,2,537,125896
4320,湖南工程职业技术学院,502,测绘地理信息技术,1,537,126162
4321,湖南工学院,27,工程造价,2,537,126090
4341,湖南涉外经济学院,3,网络与新媒体,3,537,126624
4355,怀化学院,22,电气工程及其自动化,2,537,125772
4403,电子科技大学中山学院,21,商务英语,2,537,126720
4403,电子科技大学中山学院,22,日语,2,537,126674
4404,东莞城市学院,2,网络与新媒体,2,537,126643
4416,广州应用科技学院,5,新闻学,1,537,126229
4416,广州应用科技学院,6,广告学,1,537,126198
4417,广州工商学院,2,工商管理,2,537,126562
4514,桂林学院,6,经济学,3,537,125667
4535,广西外国语学院,24,审计学,2,537,126579
5006,重庆人文科技学院,23,园林,10,537,126451
5115,乐山师范学院,6,工程造价,1,537,126393
5136,成都外国语学院,28,物流管理,5,537,126303
5305,昆明理工大学津桥学院,12,工商管理,1,537,126697
5315,滇池学院,12,新闻传播学类,4,537,125956
5315,滇池学院,13,英语,2,537,126119
5315,滇池学院,24,人力资源管理,2,537,125928
5316,丽江文化旅游学院,18,小学教育,8,537,126565
5322,昆明城市学院,13,财务管理,4,537,126186
6103,陕西服装工程学院,3,会计学,5,537,126097
6103,陕西服装工程学院,4,财务管理,2,537,126373
6121,西安工商学院,10,网络与新媒体,3,537,126378
6125,西安建筑科技大学,3,环境工程,3,537,125759
6133,西安欧亚学院,8,网络与新媒体,4,537,126543
6133,西安欧亚学院,22,审计学,4,537,126255
6134,西安培华学院,10,电子商务,3,537,126327
6154,西安交通工程学院,5,财务管理,2,537,126297
6205,兰州交通大学,22,生物制药,2,537,126071
6214,西北民族大学,9,土木工程,2,537,125691
6215,西北师范大学,3,材料科学与工程,2,537,125783
6220,甘肃中医药大学,13,护理学,4,537,125681
9,温州医科大学,28,康复治疗学,1,537,126274
12,浙江中医药大学,24,助产学,34,536,127242
14,浙江万里学院,8,电气工程及其自动化,16,536,126992
23,台州学院,38,无人驾驶航空器系统工程,15,536,127055
23,台州学院,55,材料成型及控制工程,7,536,127057
28,宁波工程学院,12,材料成型及控制工程,25,536,126780
28,宁波工程学院,23,应用统计学,49,536,127060
28,宁波工程学院,51,储能科学与工程,29,536,126937
30,浙江水利水电学院,7,测绘工程,14,536,127103
30,浙江水利水电学院,36,智能建造,60,536,126797
33,浙江树人学院,16,朝鲜语,30,536,127721
38,丽水学院,19,自动化,20,536,126830
38,丽水学院,26,临床医学,81,536,127234
45,浙江机电职业技术大学,5,机械电子工程技术,20,536,127238
61,金华职业技术大学,2,机械设计制造及自动化,30,536,126901
65,浙江越秀外国语学院,18,编辑出版学,49,536,127459
65,浙江越秀外国语学院,36,英语,97,536,127715
74,宁波财经学院,8,国际经济与贸易,130,536,127114
74,宁波财经学院,9,国际经济与贸易（大宗商品交易）,47,536,127866
99,温州医科大学仁济学院,16,信息管理与信息系统,9,536,127007
1207,天津财经大学珠江学院,7,市场营销,10,536,127387
1208,天津城建大学,8,安全工程,2,536,126855
1208,天津城建大学,15,给排水科学与工程,2,536,126772
1211,天津仁爱学院,31,传播学,3,536,127334
1224,天津理工大学,18,资源循环科学与工程,4,536,127271
1225,天津理工大学中环信息学院,20,人力资源管理,15,536,127839
1230,天津商业大学宝德学院,6,电子商务,3,536,127663
1329,华北理工大学,15,药学,4,536,126777
1408,山西农业大学,15,地理信息科学,2,536,127445
1422,山西医科大学,5,生物医学工程（临床工程）,2,536,126861
2112,大连理工大学城市学院,5,英语,2,536,127728
2123,大连财经学院,14,人力资源管理,1,536,127412
2139,辽宁中医药大学,11,数据科学与大数据技术,2,536,126963
2142,沈阳大学,5,自动化(中外合作办学),2,536,127281
2151,沈阳建筑大学,21,房地产开发与管理,1,536,127195
2153,沈阳理工大学,5,工业设计,1,536,126803
2156,沈阳师范大学,2,电子信息工程,6,536,127151
2158,沈阳药科大学,5,生物工程,3,536,126978
2201,北华大学,13,材料成型及控制工程,2,536,127778
2207,长春工业大学,17,化学工程与工艺,1,536,126762
2225,吉林外国语大学,2,翻译,6,536,127595
2225,吉林外国语大学,24,学前教育,4,536,127599
2227,吉林建筑大学,12,高分子材料与工程,2,536,127581
2313,哈尔滨理工大学,10,工商管理,2,536,127223
3152,上海外国语大学贤达经济人文学院,2,日语,5,536,127411
3201,常熟理工学院,14,机械电子工程(中外合作办学),2,536,127388
3201,常熟理工学院,15,电气工程及其自动化(中外合作办学),2,536,127697
3224,江苏理工学院,13,金属材料工程,2,536,127575
3265,南京铁道职业技术学院,509,城市轨道交通工程技术,4,536,127695
3291,苏州卫生职业技术学院,501,口腔医学技术,6,536,127512
3411,马鞍山学院,3,英语,5,536,127750
3520,福州理工学院,4,电子商务,5,536,127460
3520,福州理工学院,5,商务英语,5,536,127863
3521,福州外语外贸学院,30,艺术教育,2,536,127827
3536,泉州职业技术大学,7,大数据与财务管理,15,536,127328
3604,赣南医科大学,25,智能医学工程,2,536,127021
3606,南昌交通学院,26,广播电视编导,2,536,127522
3610,江西应用科技学院,5,国际经济与贸易,6,536,127351
3610,江西应用科技学院,13,健康服务与管理,6,536,127504
3614,南昌工学院,12,商务英语,4,536,127297
3621,江西科技学院,23,英语,2,536,127934
3642,景德镇陶瓷大学,1,材料物理,1,536,127048
3642,景德镇陶瓷大学,2,材料化学,2,536,126976
3648,南昌工程学院,3,水文与水资源工程,2,536,127649
3657,宜春学院,37,麻醉学,3,536,127122
3711,临沂大学,18,储能科学与工程,5,536,126832
3713,青岛滨海学院,10,广告学,3,536,127440
3717,青岛恒星科技学院,12,中国语言与文化,2,536,127576
3729,山东财经大学东方学院,3,商务英语,5,536,127377
3734,山东工商学院,21,通信工程,1,536,126776
3738,山东交通学院,4,机械工程,2,536,127146
3755,山东医学高等专科学校,505,预防医学,1,536,127376
3761,烟台南山学院,14,英语,4,536,127742
3768,青岛城市学院,15,外国语言文学类,1,536,127417
3775,山东第一医科大学,3,医学实验技术（医学实验动物方向）,2,536,127207
