学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
4022,湖北民族大学,12,光电信息科学与工程,1,536,127046
4059,武汉工程大学邮电与信息工程学院,4,英语,10,536,127920
4071,武汉纺织大学外经贸学院,1,国际经济与贸易,2,536,127219
4073,武汉华夏理工学院,20,电子商务,3,536,127688
4073,武汉华夏理工学院,29,经济与金融,3,536,127155
4080,武汉铁路职业技术学院,501,铁道交通运营管理,3,536,126893
4091,汉江师范学院,1,化学(师范),1,536,127391
4091,汉江师范学院,504,小学英语教育(师范),2,536,127587
4112,武汉传媒学院,7,广播电视编导,2,536,127730
4208,河南工业大学,35,智能建造,2,536,127014
4212,河南理工大学,8,消防工程,3,536,127070
4212,河南理工大学,11,化学工程与工艺,2,536,127795
4307,长沙民政职业技术学院,521,殡葬设备维护技术,1,536,127152
4308,长沙学院,10,数学与应用数学,2,536,127169
4316,湖南第一师范学院,11,机器人工程,3,536,127514
4321,湖南工学院,2,自动化,2,536,126871
4321,湖南工学院,17,应用物理学,2,536,126886
4330,湖南科技大学,26,应用化学,2,536,127121
4340,湘潭理工学院,5,物流管理,2,536,126921
4357,张家界学院,3,电子商务,3,536,127732
4405,广东白云学院,9,跨境电子商务,2,536,127594
4405,广东白云学院,12,英语,2,536,127806
4409,广东培正学院,3,国际经济与贸易,2,536,127875
4514,桂林学院,2,商务英语,2,536,127684
4514,桂林学院,7,电子商务,2,536,127022
5018,重庆工商大学派斯学院,3,信用管理,7,536,127179
5018,重庆工商大学派斯学院,17,跨境电子商务,5,536,127036
5025,重庆三峡学院,12,软件工程,3,536,127356
5025,重庆三峡学院,17,机械电子工程,3,536,126926
5029,重庆文理学院,3,机器人工程,2,536,127097
5029,重庆文理学院,16,微电子科学与工程,2,536,126900
5108,成都银杏酒店管理学院,3,工商管理类,5,536,127308
5305,昆明理工大学津桥学院,13,国际经济与贸易,1,536,127949
5313,云南财经大学,2,金融工程,4,536,127803
5315,滇池学院,20,经济学,3,536,127432
5320,云南农业大学,17,数据科学与大数据技术,2,536,127405
5325,云南经济管理学院,1,财务管理,4,536,127882
6133,西安欧亚学院,16,工商管理,2,536,126899
6149,西京学院,6,汉语国际教育,2,536,127779
6150,咸阳师范学院,5,数字经济,2,536,127451
6152,陕西国际商贸学院,6,电子商务,1,536,127529
6156,商洛学院,4,大数据管理与应用,2,536,126909
6211,兰州工商学院,14,财务管理,2,536,127720
22,绍兴文理学院,11,科学教育(师范),2,536,127011
3663,江西应用技术职业学院,512,电子商务,1,536,127629
3807,宜春职业技术学院,502,临床医学,2,536,127670
4089,襄阳职业技术学院,505,医学检验技术,1,536,127157
4315,湖南大众传媒职业技术学院,508,电子商务,2,536,127499
22,绍兴文理学院,8,数学与应用数学(师范),92,535,127969
28,宁波工程学院,13,汽车服务工程,9,535,128090
29,衢州学院,5,机械设计制造及其自动化,34,535,128293
30,浙江水利水电学院,8,给排水科学与工程,29,535,128223
38,丽水学院,18,电子信息工程,67,535,128198
38,丽水学院,52,智能制造工程,19,535,128382
59,浙江广厦建设职业技术大学,16,民航运输服务与管理,20,535,129038
65,浙江越秀外国语学院,44,国际商务,40,535,128383
74,宁波财经学院,11,电子商务,101,535,128109
74,宁波财经学院,13,供应链管理,70,535,128703
74,宁波财经学院,34,广播电视学,50,535,128593
74,宁波财经学院,36,广播电视编导,35,535,128863
125,嘉兴南湖学院,21,工业设计,25,535,128151
1112,北京金融科技学院,10,会计学,5,535,129056
1141,北京邮电大学世纪学院,1,英语,2,535,128673
1207,天津财经大学珠江学院,5,国际经济与贸易,18,535,128958
1229,天津商业大学,14,食品质量与安全,4,535,128298
1230,天津商业大学宝德学院,2,商务英语,2,535,128999
1240,天津医科大学临床医学院,12,市场营销,11,535,128023
1302,北华航天工业学院,12,电子信息工程,2,535,128824
1302,北华航天工业学院,19,飞行器制造工程,2,535,128116
1312,防灾科技学院,9,电气工程及其自动化,4,535,128209
1351,保定理工学院,4,工商管理,3,535,128213
1408,山西农业大学,12,林学（卓越人才培养实验班）,1,535,128222
1408,山西农业大学,29,土木工程,2,535,128996
1413,太原工业学院,11,电气工程及其自动化,2,535,128005
2107,大连工业大学,4,高分子材料与工程,2,535,128843
2107,大连工业大学,11,食品科学与工程,6,535,128330
2112,大连理工大学城市学院,25,物流管理,1,535,129069
2116,大连外国语大学,17,数字经济,4,535,128822
2133,辽宁科技大学,10,土木工程,1,535,127999
2152,沈阳城市建设学院,3,风景园林,2,535,128540
2201,北华大学,28,护理学,2,535,128331
2219,长春人文学院,16,养老服务管理,3,535,128068
2225,吉林外国语大学,27,国际经贸规则,5,535,128546
2232,长春科技学院,22,小学教育,6,535,128467
2316,黑龙江外国语学院,4,汉语言文学,5,535,129021
2319,哈尔滨学院,20,化学(师范),1,535,128061
2322,黑龙江八一农垦大学,10,电气工程及其自动化,2,535,128461
3130,上海建桥学院,23,物流管理,4,535,128036
3130,上海建桥学院,28,德语,4,535,129010
3130,上海建桥学院,29,日语,4,535,129044
3130,上海建桥学院,30,商务英语,4,535,128879
3163,上海中侨职业技术大学,16,大数据与会计,6,535,128558
3224,江苏理工学院,8,环境工程,3,535,128260
3258,南京审计大学金审学院,13,计算机科学与技术,2,535,128436
3283,苏州大学应用技术学院,9,服装设计与工程(中外合作办学),5,535,128138
3406,安徽工程大学,18,给排水科学与工程,5,535,127986
3443,阜阳师范大学,3,软件工程,5,535,128464
3521,福州外语外贸学院,4,日语,3,535,128440
3537,泉州师范学院,19,高分子材料与工程,2,535,128085
3540,三明学院,4,供应链管理,3,535,128153
3601,东华理工大学,4,资源勘查工程,3,535,128556
3602,赣东学院,5,计算机科学与技术,3,535,128183
3603,赣南师范大学,25,应用统计学,2,535,128749
3610,江西应用科技学院,10,物流管理,4,535,128803
3614,南昌工学院,23,城乡规划,4,535,128074
3619,江西科技师范大学,18,新能源材料与器件,2,535,128026
3619,江西科技师范大学,32,化学(师范),2,535,127985
3623,赣南科技学院,4,计算机科学与技术,2,535,128633
3625,江西农业大学,13,动物药学,2,535,128354
3651,南昌理工学院,16,电子商务,8,535,128730
3656,新余学院,3,新能源材料与器件,1,535,128120
3717,青岛恒星科技学院,9,汉语国际教育,2,535,128038
3734,山东工商学院,25,工程管理,2,535,128087
3742,山东科技大学,11,船舶与海洋工程,4,535,128271
3760,烟台大学,17,材料科学与工程,5,535,128210
3761,烟台南山学院,12,市场营销,4,535,129100
3764,青岛工学院,15,市场营销,2,535,128344
4020,湖北经济学院法商学院,2,金融学（AFP资格创新班）,8,535,128653
4036,武昌首义学院,27,广播电视编导,2,535,128690
4069,武昌理工学院,10,电子商务（腾讯云精英班）,5,535,129088
4071,武汉纺织大学外经贸学院,24,日语,1,535,129003
4073,武汉华夏理工学院,13,商务英语,4,535,128866
4073,武汉华夏理工学院,15,英语（英日双语方向）,4,535,129028
4096,中南民族大学,11,材料类,5,535,128009
4097,武汉工商学院,9,物流管理（智慧物流）,2,535,128897
4208,河南工业大学,11,环境工程,4,535,128772
4212,河南理工大学,7,安全工程（卓越计划班）,3,535,129062
4245,郑州经贸学院,5,商务英语,15,535,129104
4248,郑州工业应用技术学院,2,市场营销,4,535,128051
4307,长沙民政职业技术学院,522,陵园服务与管理,3,535,128517
4316,湖南第一师范学院,7,工业智能,2,535,128012
4357,张家界学院,2,旅游管理,2,535,128587
4361,湘南学院,14,电气工程及其自动化,3,535,128742
4506,广西科技大学,10,新能源汽车工程,2,535,128415
4511,广西民族大学,19,工程管理,2,535,128360
4522,桂林信息科技学院,22,财务管理,4,535,128789
4535,广西外国语学院,18,跨境电子商务,1,535,128936
4535,广西外国语学院,23,财务管理,2,535,128551
5025,重庆三峡学院,16,机械设计制造及其自动化,3,535,128268
5033,重庆移通学院,8,广播电视编导,3,535,128787
5147,宜宾学院,5,电子信息工程,3,535,128433
5211,贵州黔南科技学院,2,公共事业管理,4,535,128031
5305,昆明理工大学津桥学院,17,英语,1,535,128921
5308,昆明医科大学海源学院,2,口腔医学,15,535,128496
5315,滇池学院,23,工商管理,2,535,128706
5315,滇池学院,26,行政管理,4,535,128965
5316,丽江文化旅游学院,5,会计学,5,535,128262
5316,丽江文化旅游学院,7,审计学,4,535,129098
5316,丽江文化旅游学院,15,秘书学,2,535,129009
5320,云南农业大学,18,土木工程,2,535,128844
6123,西安航空学院,2,自动化,2,535,128164
6133,西安欧亚学院,2,金融学,2,535,128769
6133,西安欧亚学院,7,新闻学,2,535,128444
6136,西安思源学院,11,工商管理类,2,535,128501
6140,西安外事学院,7,汉语国际教育,2,535,128561
6206,兰州博文科技学院,1,财务管理,2,535,128815
6207,兰州理工大学,1,材料成型及控制工程,3,535,128064
6214,西北民族大学,3,数字媒体技术,2,535,128388
6408,宁夏理工学院,1,会计学（智能会计）,6,535,129014
69,嘉兴职业技术学院,523,大数据与财务管理,20,535,128741
1244,天津市职业大学,507,电子商务,3,535,128168
3645,江西职业技术大学,503,电气自动化技术,3,535,128114
10,浙江海洋大学,4,生物科学,39,534,129245
13,中国计量大学,46,金融工程(中外合作办学),100,534,129523
14,浙江万里学院,41,数字经济,45,534,130010
28,宁波工程学院,5,交通工程,36,534,129183
28,宁波工程学院,18,安全工程,15,534,129590
29,衢州学院,16,数据科学与大数据技术,35,534,129365
38,丽水学院,17,机械设计制造及其自动化,51,534,129460
45,浙江机电职业技术大学,6,智能控制技术,20,534,130110
59,浙江广厦建设职业技术大学,14,电子商务,22,534,130041
59,浙江广厦建设职业技术大学,15,现代物流管理,28,534,130165
61,金华职业技术大学,539,中药学,40,534,129480
65,浙江越秀外国语学院,13,会展经济与管理,38,534,129896
65,浙江越秀外国语学院,16,跨境电子商务,29,534,129707
65,浙江越秀外国语学院,17,物流管理,54,534,129731
74,宁波财经学院,32,文化产业管理,55,534,129351
74,宁波财经学院,33,文化遗产,70,534,130018
125,嘉兴南湖学院,29,环境工程,5,534,129614
199,浙江药科职业大学,502,中药学,30,534,130045
1119,吉利学院,7,财务管理,2,534,129734
1230,天津商业大学宝德学院,8,物流管理,3,534,129762
1304,燕京理工学院,15,智慧建筑与建造,1,534,129714
1305,沧州交通学院,1,工商管理,10,534,129906
1312,防灾科技学院,4,测绘工程,2,534,129148
1312,防灾科技学院,12,计算机类,3,534,129162
1319,河北石油职业技术大学,2,电子信息工程技术,3,534,129970
1423,山西工学院,1,电气工程及其自动化,2,534,129208
2110,大连科技学院,1,会计学,20,534,129721
2112,大连理工大学城市学院,23,风景园林,1,534,129422
2112,大连理工大学城市学院,26,跨境电子商务,1,534,130239
2123,大连财经学院,4,资产评估,2,534,129592
2123,大连财经学院,9,国际经济与贸易,2,534,129713
2142,沈阳大学,6,工业工程(中外合作办学),3,534,129130
2153,沈阳理工大学,12,粉体材料科学与工程,1,534,129623
2201,北华大学,14,智能制造工程,4,534,129509
2203,长春光华学院,7,应用心理学,3,534,129816
2213,长春师范大学,4,数学与应用数学(师范),2,534,129571
2215,长春财经学院,16,会计学,17,534,130245
2225,吉林外国语大学,17,工商管理类,5,534,129610
2239,吉林医药学院,9,康复治疗学,2,534,129551
2313,哈尔滨理工大学,15,建筑学,2,534,129648
2315,哈尔滨师范大学,7,数学与应用数学(师范),4,534,129491
2328,黑龙江科技大学,11,软件工程,4,534,129355
2336,牡丹江医科大学,4,临床医学,7,534,129853
3130,上海建桥学院,37,新闻学（双语班）,8,534,129856
3152,上海外国语大学贤达经济人文学院,21,学前教育（双语班）,5,534,130026
3156,上海健康医学院,5,生物医学工程,5,534,130044
3201,常熟理工学院,13,电子信息工程(中外合作办学),2,534,129138
3265,南京铁道职业技术学院,501,城市轨道交通运营管理,25,534,129613
3305,盐城师范学院,2,化学(师范),2,534,129437
3422,安徽农业大学,21,农业资源与环境,3,534,129428
3431,安徽医学高等专科学校,505,口腔医学技术,4,534,129981
3453,皖南医学院,11,护理学,2,534,129256
3521,福州外语外贸学院,23,广播电视编导,2,534,130094
3537,泉州师范学院,17,机械设计制造及其自动化,2,534,129513
3642,景德镇陶瓷大学,4,粉体材料科学与工程,1,534,130249
3651,南昌理工学院,6,英语,8,534,129200
3651,南昌理工学院,7,日语,4,534,129438
3711,临沂大学,19,农业智能装备工程,3,534,129340
3738,山东交通学院,1,机械类（车辆）,2,534,129482
3743,山东理工大学,2,食品科学与工程,4,534,129312
3751,山东现代学院,5,学前教育,3,534,129883
3755,山东医学高等专科学校,507,医学影像技术,3,534,130151
3764,青岛工学院,7,英语,3,534,129753
3768,青岛城市学院,14,跨境电子商务,1,534,129887
3773,青岛黄海学院,17,物流管理,2,534,129793
3784,泰山科技学院,8,会计学,3,534,129641
4032,湖北中医药大学,13,医学实验技术,1,534,129116
4056,武汉晴川学院,9,市场营销,3,534,130127
4062,武昌工学院,1,投资学（数字金融方向）,3,534,129447
4062,武昌工学院,2,学前教育,8,534,129705
4062,武昌工学院,9,人力资源管理,3,534,129923
4069,武昌理工学院,1,投资学（金融方向）,3,534,129345
4070,武汉纺织大学,5,材料类,8,534,129621
4071,武汉纺织大学外经贸学院,14,市场营销,2,534,129811
4073,武汉华夏理工学院,18,工商管理（智慧供应链方向）,4,534,129892
4094,武汉工程科技学院,11,英语,4,534,129643
4249,商丘师范学院,5,电气工程及其自动化,1,534,129872
4313,湖南城市学院,9,工程管理,2,534,129912
4318,湖南工程学院,5,通信工程,2,534,129488
4341,湖南涉外经济学院,5,工商管理,2,534,130227
4355,怀化学院,26,软件工程,2,534,130067
4377,长沙职业技术学院,501,大数据与会计,1,534,129508
4429,广东石油化工学院,7,电子信息工程,3,534,129429
